,poems,our_summary,ground_summaries
905,"Sit, drink your coffee here; your work can wait awhile.
You're twenty-six, and still have some life ahead.
No need for wit; just talk vacuities, and I'll
Reciprocate in kind, or laugh at you instead.

The world is too opaque, distressing and profound.
This twenty minutes' rendezvous will make my day:
To sit here in the sun, with grackles all around,
Staring with beady eyes, and you two feet away.","Sit, drink your coffee here; your work can wait awhile. You're twenty-six, and still have some life ahead. No need for wit; just talk vacuities, and I'll reciprocate in kind. The world is too opaque, distressing and profound. This twenty minutes' rendezvous will make my day.","Sit' by Vikram Seth is a simple poem about pausing work and important conversations for a moment and enjoying another person's company. The poem is directed at “you,” an unknown listener who stands in for all readers and listeners of the poem. Everyone can put themselves in this person's shoes. They are told, by the speaker, that they should put their work to the side and take pleasure in a moment of peace. The two can sit and talk about nothing or just stare off into space. The twenty minutes that they spend together is going to be important for the speaker. Then, he adds in the end, they will be observed by grackles, a kind of small blackbird, the whole time. This alludes to the fact of observation throughout the rest of one's life."
906,"Down, wanton, down! Have you no shame
That at the whisper of Love’s name,
Or Beauty’s, presto! up you raise
Your angry head and stand at gaze?
Poor Bombard-captain, sworn to reach
The ravelin and effect a breach – Indifferent what you storm or why,
So be that in the breach you die!
Love may be blind, but Love at least
Knows what is man and what mere beast;
Or Beauty wayward, but requires
More delicacy from her squires.
Tell me, my witless, whose one boast
Could be your staunchness at the post,
When were you made a man of parts
To think fine and profess the arts?
Will many-gifted Beauty come
Bowing to your bald rule of thumb,
Or Love swear loyalty to your crown?
Be gone, have done! Down, wanton, down!","Down, wanton, down! Have you no shame that at the whisper of Love’s name, or Beauty's, presto! up you raise your angry head and stand at gaze? Poor Bombard-captain, sworn to reach                The ravelin and effect a breach – Indifferent what you storm or why, so be that in the breach you die!","In 'Down, Wanton, Down!', Robert Graves addresses and rebukes the “wanton,” which refers to a sexually immoral person. Graves informs the “wanton” about the difference between lust and love. He compares the person with a captain of a warship that heads towards failure. The speaker says that “Love” may be blind and know no limits, but at least it knows the difference between a man and a beast. In the final lines, the speaker says that an immoral person would never have “Beauty” or “Love” by their side. He feels strongly about this, as indicated in the language, tone, and mood of the poem."
907,"I pray you not, Leuconoe, to pore
With unpermitted eyes on what may be
Appointed by the gods for you and me,
Nor on Chaldean figures any more.
'T were infinitely better to implore
The present only:—whether Jove decree
More winters yet to come, or whether he
Make even this, whose hard, wave-eaten shore
Shatters the Tuscan seas to-day, the last
Be wise withal, and rack your wine, nor fill
Your bosom with large hopes; for while I sing,
The envious close of time is narrowing;
So seize the day, or ever it be past,
And let the morrow come for what it will","I pray you not, Leuconoe, to pore                With unpermitted eyes on what may be                Appointed by the gods for you and me,                Nor on Chaldean figures any more. The envious close of time is narrowing; so seize the day, or ever it be past.","In Edwin Arlington Robinson's 'Horace to Leuconoe,' Horace urges Leuconoe to stop trying to predict their future and be in the present moment. This poem is inspired by Horace's Poem 11 from Odes, Book 1. It is not clear whether Leuconoe is a real or fictional character, but the Greek name is usually used for females. In the beginning, the speaker (Horace) advises her that she should stop looking into the future that is “appointed by the gods for you and me.” It refers to the fate that Gods bestowed upon them. Further, he urges her to stop seeing the “Chaldean figures”—Chaldeans were an ancient group of people who lived and ruled Babylonia from 625 to 539 BC. They were known to be great astronomers and astrologers. Here, Horace asks Leuconoe not to seek the Chaldean Numerology in order to predict her future. According to the speaker, it is better to live in the moment than to wonder how many winters Jove, the king of god in ancient Roman religion, has in store for them. Overall, the poet sums up the sonnet by saying that let tomorrow come with what it wants, but it is always better to focus on the present moment."
908,"Out of Fisherman’s Wharf, San Fransisco, Sunday, early,
our vessel, bow to stern, some sixty-three feet,
to observe Blue Whales – and we did, off the Farallones. They were swimming slowly, and rose at a shallow angle
(they were grey as slate with white mottling, dorsals tiny and stubby,
with broad flat heads at least one quarter their overall body lengths).
They blew as soon as their heads began to break the surface.
The blows were as straight and slim as upright columns
rising to thirty feet in vertical props.
Then their heads disappeared underwater, and the lengthy, rolling
expanse of their backs hove into our view – about twenty feet longer
than the vessel herself. And then the diminutive dorsals
showed briefly, after the blows had dispersed and the heads had
gone under.
Then they arched their backs, then arched their tail stocks ready
for diving. Then the flukes were visible just before the creatures vanished,
slipping into the deep again, at a shallow angle.","Out of Fisherman’s Wharf, San Fransisco, Sunday, early, we went to observe Blue Whales – and we did, off the Farallones. They were grey as slate with white mottling, dorsals tiny and stubby, with broad flat heads. They blew as soon as their heads began to break the surface.","'Cetacean' by Peter Reading describes a speaker's whale watching experience off the coast of California and the overall grace of the blue whales he observed. The poem begins with the speaker stating that it was on an early Sunday morning that he, and his companions, set out to see the whales. They were intentionally going out to see blue whales and traveled to a set of islands off the coast of California, the “Farallones.” The speaker is successful in his quest and the rest of the poem is devoted to describing that experience. He frequently takes note of the grace of their bodies, as well as their general mass. He is amazed by their movements, and struck by the “diminutive” nature of their dorsal fins. The whales dive back under the water, rolling through the waves, showing off all the markings of their bodies. The display finally ends when they dive into the depths, leaving the narrator with the image of their “flukes,” or tail fins."
909,"Yes, injured Woman! rise, assert thy right!
Woman! too long degraded, scorned, opprest;
O born to rule in partial Law's despite,
Resume thy native empire o'er the breast!

Go forth arrayed in panoply divine;
That angel pureness which admits no stain;
Go, bid proud Man his boasted rule resign,
And kiss the golden sceptre of thy reign.

Go, gird thyself with grace; collect thy store
Of bright artillery glancing from afar;
Soft melting tones thy thundering cannon's roar,
Blushes and fears thy magazine of war.

Thy rights are empire: urge no meaner claim,—
Felt, not defined, and if debated, lost;
Like sacred mysteries, which withheld from fame,
Shunning discussion, are revered the most.

Try all that wit and art suggest to bend
Of thy imperial foe the stubborn knee;
Make treacherous Man thy subject, not thy friend;
Thou mayst command, but never canst be free.

Awe the licentious, and restrain the rude;
Soften the sullen, clear the cloudy brow:
Be, more than princes' gifts, thy favours sued;—
She hazards all, who will the least allow.

But hope not, courted idol of mankind,
On this proud eminence secure to stay;
Subduing and subdued, thou soon shalt find
Thy coldness soften, and thy pride give way.

Then, then, abandon each ambitious thought,
Conquest or rule thy heart shall feebly move,
In Nature's school, by her soft maxims taught,
That separate rights are lost in mutual love.","Woman! too long degraded, scorned, opprest;.O born to rule in partial Law's despite;.Resume thy native empire o'er the breast!Go forth arrayed in panoply divine;.That angel pureness which admits no stain;.Go, bid proud Man his boasted rule resign, and kiss the golden sceptre.","'The Rights of Women' by Anna Lætitia Barbauld intones the power that a woman might have if she resists social law and rises up to take control over the world. The poem begins with the speaker commanding all women of the world, especially those that have been stepped on and oppressed, to rise up and “assert” their rights. They should attempt to retake their place as leaders of the “empire. She tells them that it is time for man to step down from his throne and kiss the scepter of woman. The weapons that will be used in a woman's bid for the thrones of the world will be fought using the things that society has given her. She will use her blushes and “soft melting tones” to defeat mankind. Once having gained some power, a woman should not stop until she is in command of all of the empire, not just part. She will not be able to make friends with mankind, they must be subservient to the needs of women. In the final stanzas the speaker warns the women of the world that if they do regain power, they must not let themselves get weak. While Nature might try to sway them into some kind of reconciliation with man, they must not lite their “coldness” decrease. The maintaining of power must be at the forefront of their minds at all times."
910,"They shall not return to us, the resolute, the young,
The eager and whole-hearted whom we gave:
But the men who left them thriftily to die in their own dung,
Shall they come with years and honour to the grave?
They shall not return to us, the strong men coldly slain
In sight of help denied from day to day:
But the men who edged their agonies and chid them in their pain,
Are they too strong and wise to put away?
Our dead shall not return to us while Day and Night divide—
Never while the bars of sunset hold.
But the idle-minded overlings who quibbled while they died,
Shall they thrust for high employments as of old?
Shall we only threaten and be angry for an hour?
When the storm is ended shall we find
How softly but how swiftly they have sidled back to power
By the favour and contrivance of their kind?
Even while they soothe us, while they promise large amends,
Even while they make a show of fear,
Do they call upon their debtors, and take counsel with their friends,
To conform and re-establish each career?
Their lives cannot repay us—their death could not undo—
The shame that they have laid upon our race.
But the slothfulness that wasted and the arrogance that slew,
Shall we leave it unabated in its place?","They shall not return to us, the resolute, the young, the eager and whole-hearted whom we gave. But the men who left them thriftily to die in their own dung, they shall not come with years and honour to the grave. Their lives cannot repay us—their death could not undo.","'Mesopotamia' by Rudyard Kipling describes the aftermath of the siege of Kut-al-Amara and the lack of consequences that the politicians responsible will face for their “arrogance.” The poem begins with the speaker describing the loss of the men in Mesopotamia in the first two lines of each stanza. He describes the fact that there is no place or time on Earth in which these “whole-hearted” and “eager” men shall be returned to “us.” They were given up by the British government and military, without a second thought. Additionally, within the first stanzas, the speaker asks whether the men responsible for this loss will be held to account for it, or if they will go unpunished. In the second half of the poem, the speaker begins to direct his questions to the reader. He wants to know if the public will be able to keep up the outrage that “we” feel over what has happened, or if these emotions will pass without consequence."
911,"THERE'S no use in weeping,
Though we are condemned to part:
There's such a thing as keeping
A remembrance in one's heart:

There's such a thing as dwelling
On the thought ourselves have nurs'd,
And with scorn and courage telling
The world to do its worst.

We'll not let its follies grieve us,
We'll just take them as they come;
And then every day will leave us
A merry laugh for home.

When we've left each friend and brother,
When we're parted wide and far,
We will think of one another,
As even better than we are.

Every glorious sight above us,
Every pleasant sight beneath,
We'll connect with those that love us,
Whom we truly love till death !

In the evening, when we're sitting
By the fire perchance alone,
Then shall heart with warm heart meeting,
Give responsive tone for tone.

We can burst the bonds which chain us,
Which cold human hands have wrought,
And where none shall dare restrain us
We can meet again, in thought.

So there's no use in weeping,
Bear a cheerful spirit still;
Never doubt that Fate is keeping
Future good for present ill !","We'll not let its follies grieve us, we'll just take them as they come. We can burst the bonds which chain us, cold human hands have wrought. We'll connect with those that love us, who we truly love till death. And then every day will leave us with a merry laugh for home.","Parting' by Charlotte Brontë is a poem about separating from a lover, the power of thought, and memory. 'Parting' is an eight-stanza poem that is divided into sets of four lines, known as quatrains. Throughout this poem, Brontë's speaker describes her relationship to the listener, someone who is easily described as her lover. The two are forced to part from one another, but the speaker knows this isn't the end. No matter how far they go or what boundaries the world puts up in their way, they still have their memories. Plus, when feeling most alone, they can send out their thoughts to one another and be together as they used to."
912,"so much depends
upon

a red wheel
barrow

glazed with rain
water

beside the white
chickens","so much depends upon you, the author writes. A red wheelbarrow, a red wheel, and a red car are just a few examples of what's to come. The author also writes about his love of chickens, and his love for the city of New York.","The Red Wheelbarrow' by William Carlos Williams depicts, in very simple language, a red wheelbarrow outside in the rain. As an imagist poem, The Red Wheelbarrow is doing exactly what its supposed to. There is nothing “extra” about this piece. It is incredibly direct while also making use of memorable images that help the reader connect with what's being described. "
913,"the Cambridge ladies who live in furnished souls
are unbeautiful and have comfortable minds
(also, with the church's protestant blessings
daughters,unscented shapeless spirited)
they believe in Christ and Longfellow, both dead,
are invariably interested in so many things—
at the present writing one still finds
delighted fingers knitting for the is it Poles?
perhaps. While permanent faces coyly bandy
scandal of Mrs. N and Professor D
.... the Cambridge ladies do not care, above
Cambridge if sometimes in its box of
sky lavender and cornerless, the
moon rattles like a fragment of angry candy","the Cambridge ladies who live in furnished souls                are unbeautiful and have comfortable minds. They believe in Christ and Longfellow, both dead, and are invariably interested in so many things. While permanent faces coyly bandy around the scandal of Mrs. N and Professor D., the Cambridge ladies do not care, above all.","'the Cambridge ladies who live in furnished souls' by E. E. Cummings speaks about the lives of women who lived around the poet and whom he could not help but critique. In the poem's first lines, the speaker begins by describing the Cambridge women. These women are not beautiful, live comfortable lives, and are happy in their ignorance. They do not have the mental capacity, or the willingness, to engage with issues outside their own social bubbles. They wear masks, creations to help them fit in as they move from one function to the next and pretend to care about one cause for a limited period of time. These women, the poem concludes, would not notice if the moon rattled in the sky above their heads."
914,"Summer ends now; now, barbarous in beauty, the stooks rise
Around; up above, what wind-walks! what lovely behaviour
Of silk-sack clouds! has wilder, wilful-wavier
Meal-drift moulded ever and melted across skies?
I walk, I lift up, I lift up heart, eyes,
Down all that glory in the heavens to glean our Saviour;
And, éyes, heárt, what looks, what lips yet gave you a
Rapturous love’s greeting of realer, of rounder replies?
And the azurous hung hills are his world-wielding shoulder
Majestic—as a stallion stalwart, very-violet-sweet!—
These things, these things were here and but the beholder
Wanting; which two when they once meet,
The heart rears wings bold and bolder
And hurls for him, O half hurls earth for him off under his feet.","Summer ends now; now, barbarous in beauty, the stooks rise. Up above, what wind-walks! what lovely behaviour of silk-sack clouds! has wilder, wilful-wavierMeal-drift moulded ever and melted across skies?","The theme of Hurrahing in Harvest is an experience of union with Christ as he is alive and present in Nature. The idea of Nature as an outward and visible expression of the presence of Christ is found in the New Testament, where Christ is described as: “a Son who is the radiance of his Father’s splendor and the full expression of his being; all creation depends for its support on his enabling word.” In the radiance and energy of an autumn day, Hopkins meets his Christ whose fire, beauty, and energy suffuse all created forms. Christ is seen by the poet as embodied in the power and beauty of the hills; Christ’s power and beauty are then found reflected in the proud stallion and the modest violet. The full power and beauty of a scene of Nature are released only when a human witness arrives there; then this power and beauty lends wings to the human heart which almost leaves behind earthly existence and soars upwards to the sky in a mood of ecstasy."
915,"THE swallows flew in the curves of an eight
Above the river-gleam -
In the wet June's last beam:
Like little crossbows animate
The swallows flew in the curves of an eight
Above the river-gleam.
Planing up shavings of crystal spray
A moor-hen darted out
From the bank thereabout,
And through the stream-shine ripped his way;
Planing up shavings of crystal spray
A moor-hen darted out.
Oosed were the kingcups; and the mead
Dripped in monotonous green,
Though the day's morning sheen
Had shown it golden and honeybee' d;
Oosed were the kingcups; and the mead
Dripped in monotonous green
And never I turned my head, alack,
While these things met my gaze
Through the pane's drop-drenched glaze,
To see the more behind my back ....
0 never I turned, but let, alack,
These less things hold my gaze I","The swallows flew in the curves of an eight above the river-gleam. A moor-hen darted out from the bank thereabout, and through the stream-shine ripped his way. The mead dripped in monotonous green, though the day's morning sheen had shown it golden and honeybee' d.","Generally speaking, evocative poetry is good poetry, and this is an idea that is more or less true for all art forms. In a form of writing where ideas and images can be representative of entirely different things, an evocation of emotion is the strongest tool for relaying an idea through metaphor or any other poetic device. In Thomas Hardy’s ‘Overlooking the River Stour’, evocation is the primary storytelling device; it is a work heavy with imagery and metaphor and one that relays feeling without expressing feeling, something that is generally very difficult to do — and yet, ‘Overlooking the River Stour’ is a vast creative display of emotion-charged scenery."
916,"In Flanders fields the poppies blow
Between the crosses, row on row,
That mark our place; and in the sky
The larks, still bravely singing, fly
Scarce heard amid the guns below.
We are the Dead. Short days ago
We lived, felt dawn, saw sunset glow,
Loved and were loved, and now we lie,
In Flanders fields.
Take up our quarrel with the foe:
To you from failing hands we throw
The torch; be yours to hold it high.
If ye break faith with us who die
We shall not sleep, though poppies grow
In Flanders fields.","In Flanders fields the poppies blow                Between the crosses, row on row,                That mark our place.                The larks, still bravely singing, fly                Scarce heard amid the guns below.                Take up our quarrel with the foe: to you from failing hands we throw                The torch; be yours to hold it high.","“In Flanders Fields” by John McCrae is a well-known, and much revered, poem concerning the many lived lost in Flanders, Belgium during World War I. The poem begins by introducing the image of the poppy that has come to be closely associated with remembering World War I. The narrator states that in Flanders, the poppies are blowing in rows between the rows of crosses marking the graves of fallen soldiers. The reader gets an idea that this field is vast and covered with crosses marking graves, and simply placed as remembrances for fallen men. Above them, larks are flying and “bravely singing” above the gun fire below. The second stanza describes the men as they once were. They used to live as the reader does now, feeling the sun, and loving and being loved. The poet is hoping to create empathy between the reader/readers and those fallen. He hopes to create a firmer image in the reader's mind as to what these men were like. Now though, they have all passed. They lie now “in Flanders fields.” The final stanza is a call to arms. The poet is speaking directly to the reader telling them that it is now their turn to fight and stand up against the forces that are seeking to destroy them. They must take the torch from the “failing hands” of the dead and live on for them. The poem concludes by stating that unless their war is fought on by others, they will never rest, even if they do lie amongst the poppies."
917,"Elizabeth it is in vain you say
""Love not"" — thou sayest it in so sweet a way:
In vain those words from thee or L.E.L.
Zantippe's talents had enforced so well:
Ah! if that language from thy heart arise,
Breath it less gently forth — and veil thine eyes.
Endymion, recollect, when Luna tried
To cure his love — was cured of all beside —
His follie — pride — and passion — for he died.","Elizabeth it is in vain you say                ""Love not"" — thou sayest it in so sweet a way. L.E.Zantippe's talents had enforced so well:Ah! if that language from thy heart arise,                Breath it less gently forth — and veil thine eyes.","An Acrostic' by Edgar Allan Poe is a poetic response to the poem 'Waiting' by Letitia Elizabeth Landon and it is written in the acrostic form. 'An Acrostic' by Edgar Allan Poe is a poem discussing the validity of Elizabeth's statement about love. The poet makes several mythical and contemporary references in the poem. The main subject matter of the poem, as the message of the poem says, is “Elizabeth”. The poet wrote this in response to the poem, 'Warning' by L.E.L. Letitia Elizabeth Landon, popularly known by her initials L.E.L., was a British author and poet. She was a contemporary of Edgar Allan Poe. In her poem 'Warning', she wrote, I have said, heart, be content!For Love's power o'er thee is spent.That I love not now, oh true!–I have bade such dreams adieu: In response to the phrase “I love not”, Poe tried to present a different viewpoint regarding love in his poem, 'An Acrostic'."
918,"The art of losing isn’t hard to master;
so many things seem filled with the intent
to be lost that their loss is no disaster.

Lose something every day. Accept the fluster
of lost door keys, the hour badly spent.
The art of losing isn’t hard to master.

Then practice losing farther, losing faster:
places, and names, and where it was you meant
to travel. None of these will bring disaster.

I lost my mother’s watch. And look! my last, or
next-to-last, of three loved houses went.
The art of losing isn’t hard to master.

I lost two cities, lovely ones. And, vaster,
some realms I owned, two rivers, a continent.
I miss them, but it wasn’t a disaster.

—Even losing you (the joking voice, a gesture
I love) I shan’t have lied. It’s evident
the art of losing’s not too hard to master
though it may look like (Write it!) like disaster.","The art of losing isn’t hard to master; so many things seem filled with the intent to be lost that their loss is no disaster. Accept the fluster of lost door keys, the hour badly spent. Practice losing farther, losing faster:places, and names, and where it was you meant to travel. None of these will bring disaster.","Elizabeth Bishop’s ‘One Art’ is a poem whose apparent detached simplicity is undermined by its rigid villanelle structure and mounting emotional tension. Perhaps her most well-known poem, it centers around the theme of loss and the way in which the speaker – and, by extension, the reader – deals with it. Here, Bishop converts losing into an art form and explores how, by potentially mastering this skill, we may distance ourselves from the pain of loss. At eight months old, Elizabeth Bishop lost her father, her mother then succumbed to mental illness and she later lost her lover to suicide. Therefore, we may see this poem as in part autobiographical. In it, the poet presents a list of things we may lose in life, increasing in importance, until the final culmination in the loss of a loved one."
919,"The medieval town, with frieze
Of boy scouts from Nagoya? The snow
That came when we wanted it to snow?
Beautiful images? Trying to avoid

Ideas, as in this poem? But we
Go back to them as to a wife, leaving

The mistress we desire? Now they
Will have to believe it

As we believed it. In school
All the thought got combed out:

What was left was like a field.
Shut your eyes, and you can feel it for miles around.

Now open them on a thin vertical path.
It might give us--what?--some flowers soon?","The medieval town, with frieze of boy scouts from Nagoya? The snow that came when we wanted it to snow?Beautiful images? Trying to avoid? But we go back to them as to a wife, leaving the mistress we desire. Now they will have to believe it.","'What is Poetry?' by John Ashbery is a complicated poem about the nature of poetry. The speaker spends the fourteen lines of this poem suggesting some things that could, in one way or another, define poetry. Rather than simply stating what they think poetry is, they provided a complicated collection of ideas that evoke the feelings of poetry. The poem ends with one final question, suggesting that poetry should reveal something, and that uses the traditional image of flowers."
920,"In this blue light
I can take you there,
snow having made me
a world of bone seen through to. This
is my house,
my section of Etruscan
wall, my neighbor’s lemontrees, and, just below
the lower church, the airplane factory.
A rooster
crows all day from mist
outside the walls. There’s milk on the air,
ice on the oily
lemonskins. How clean the mind is,
holy grave. It is this girl
by Piero
della Francesca, unbuttoning her blue dress,
her mantle of weather,
to go into
labor. Come, we can go in. It is before
the birth of god. No one
has risen yet
to the museums, to the assembly line—bodies
and wings—to the open air
market. This is
what the living do: go in.
It’s a long way.
And the dress keeps opening
from eternity
to privacy, quickening.
Inside, at the heart,
is tragedy, the present moment forever stillborn,
but going in, each breath
is a button
coming undone, something terribly nimble-fingered finding all of the stops.","In this blue light                I can take you there, I can show you a world of bone seen through to. This is my house, my neighbor’s lemontrees, and, just below the lower church, the airplane factory. It is before the birth of god. No one has risen yet.","'San Sepolcro' by Jorie Graham is an ekphrasis of Piero della Francesca's Madonna del Parto or “Madonna of Parturition”. The poem begins with a description of a speaker's place. It is winter and blue, dim light is everywhere. She lives in central Italy where the Etruscan wall arts can be found. Her house is nearby. The poetic journey to the interior of the artworks begins from this place. She directly welcomes readers to participate in the process of reflection along with her. Her main focus is on the fresco of a girl created by the famous artist of San Sepolcro, Piero della Francesca. It is a reference to the fresco of Madonna del Parto. Graham describes how the motif of the art unbuttons her mind and helps her to see through it."
921,"The town does not exist
except where one black-haired tree slips
up like a drowned woman into the hot sky.
The town is silent. The night boils with eleven stars. Oh starry starry night! This is how
I want to die.
It moves. They are all alive.
Even the moon bulges in its orange irons to push children, like a god, from its eye.
The old unseen serpent swallows up the stars. Oh starry starry night! This is how I want to die:
into that rushing beast of the night, sucked up by that great dragon, to split from my life with no flag,
no belly,
no cry.","The town does not exist except where one black-haired tree slips up like a drowned woman into the hot sky. Oh starry starry night! This is how I want to die:into that rushing beast of the night, sucked up by that great dragon, to split from my life with no flag.","'The Starry Night' by Anne Sexton is a beautiful and emotional depiction of Van Gogh's The Starry Night. In the first lines of 'The Starry Night,' the speaker begins by referring to the town at the base of the painting and to the hair-like tree that dominates the left-hand side. She uses a great deal of figurative language to describe these sights and the stars around them. There is a refrain at the end of this stanza and the next that suggests a specific way the speaker would like to die. This isn't detailed until the final stanza. She also explores the movements in the sky and how they appear as a serpent, swallowing up the stars that are, perhaps, produced by the god-like sun. The final stanza describes how she wants to be swallowed by this same beast and taken into the sky without a “flag” or a “cry.”"
922,"Never seek to tell thy love
Love that never told can be
For the gentle wind does move
Silently invisibly

I told my love I told my love
I told her all my heart
Trembling cold in ghastly fears
Ah she doth depart

Soon as she was gone from me
A traveller came by
Silently invisibly
O was no deny",Never seek to tell thy love                Love that never told can be                For the gentle wind does move                Silently invisibly                                                         I told my love I told myLove                I told her all my heart                Trembling cold in ghastly fears                Ah she doth depart                Soon as she was gone from me                A traveller came by                Silent invisibly                O was no deny.,"‘Never Seek to Tell thy Love’ by William Blake describes one man’s choice to reveal his true feelings to his “love” and the failure of that effort. The poem begins with the speaker telling his readers that if one I seeking out an opportunity to confess one’s feelings of affection for another, don’t. It will be a mistake that will lead to nothing good. The speaker compares what would seem to be a simple confession to a “gentle wind.” Just because one cannot see it, does not mean it will not be felt and make an impact. He then goes on to tell of his own past and what happened when he confessed to his “love.” He told his truth and she turned from him, she did not return his affections, but departed. It was a life-changing moment for him, but not a happy one. In the last stanza, he describes his own surprise at this turn of events and the fact that even though his life has changed the world is moving on. The changes that he felt, while invisible, still carry a big impact. He must move on with the world to avoid being frozen in that state for the rest of time."
923,"Remember the sky that you were born under,
know each of the star’s stories.
Remember the moon, know who she is.
Remember the sun’s birth at dawn, that is the
strongest point of time. Remember sundown
and the giving away to night.
Remember your birth, how your mother struggled
to give you form and breath. You are evidence of
her life, and her mother’s, and hers.
Remember your father. He is your life, also.
Remember the earth whose skin you are:
red earth, black earth, yellow earth, white earth
brown earth, we are earth.
Remember the plants, trees, animal life who all have their
tribes, their families, their histories, too. Talk to them,
listen to them. They are alive poems.
Remember the wind. Remember her voice. She knows the
origin of this universe.
Remember you are all people and all people
are you.
Remember you are this universe and this
universe is you.
Remember all is in motion, is growing, is you.
Remember language comes from this.
Remember the dance language is, that life is.
Remember.","Remember your birth, how your mother struggled to give you form and breath. You are evidence of her life, and her mother’s, and hers. Remember your father. He is your life, also.Remember the earth whose skin you are: red earth, black earth, yellow earth, white earth, brown earth, we are earth.","'Remember' by Joy Harjo is a beautiful poem that asks the reader to remember how connected they are to humanity and the earth. In the first lines, 'Remember,' the poet asks the listener to remember their history and how it connects to the universe. They are a part of the birth of the universe, the sun, and the moon. They should remember the role their parents played in giving them life and how they gave their father and mother life as well. She moves on to discuss how interconnected all people are to one another and the other lives around them. Animals and plants all have their families and histories. They should be respected and listened to."
924,"Crema gold on espresso black
Lavender honey on biscuits brown
Violin sonata and piano etude
Mourning doves on maple branch
Dappled sunrise with marble sky
Dewdrops glisten on fescue grass 
Yellow lilies kissing roses red
Fountain splashing, crystal clear
Smoldering ash of pinion wood
Dogs chase and squirrels taunt
Joyful echoes, children at play
Moments of peace, free and plenty
Breathe it in - then seize the day.","Breathe it in - then seize the day, says the author of the book. ""Moments of peace, free and plenty"" are just a few of the things that make this book so special. The book is published by Simon & Schuster, priced £16.99.","Spring Morning ' by Matt Melone is a peaceful poem that asks the reader to carefully observe and appreciate their surroundings. [/ wps_alert] The speaker takes the reader through a series of images that represent a simple moment at home, enjoying the spring morning. The images are vibrant and will likely take each reader to a different place. They are different enough to where there is something for everyone to latch onto, whether that be the sound of dogs or the color of the sky. In conclusion, the speaker asks the reader or listener to take these moments of peace and use them to help one make the most of the day ahead."
925,"There are many that I miss
having sent my last one out a car window
sparking along the road one night, years ago.

The heralded one, of course:
after sex, the two glowing tips
now the lights of a single ship;
at the end of a long dinner
with more wine to come
and a smoke ring coasting into the chandelier;
or on a white beach,
holding one with fingers still wet from a swim.

How bittersweet these punctuations
of flame and gesture;
but the best were on those mornings
when I would have a little something going
in the typewriter,
the sun bright in the windows,
maybe some Berlioz on in the background.
I would go into the kitchen for coffee
and on the way back to the page,
curled in its roller,
I would light one up and feel
its dry rush mix with the dark taste of coffee.

Then I would be my own locomotive,
trailing behind me as I returned to work
little puffs of smoke,
indicators of progress,
signs of industry and thought,
the signal that told the nineteenth century
it was moving forward.
That was the best cigarette,
when I would steam into the study
full of vaporous hope
and stand there,
the big headlamp of my face
pointed down at all the words in parallel lines.","There are many that I miss having sent my last one out a car window, years ago. The best were on those mornings when I would have a little something going in the typewriter, with the sun bright in the windows, and Berlioz on in the background. I would light one up and feel its dry rush mix with the dark taste of coffee.","The Best Cigarette' by Billy Collins uses past experiences with smoking to describe the important in-between, transitory moments in one's life. The poem begins with the speaker describing how there are many cigarettes he misses, but there are some that are more important than others. He goes through a number of examples, explaining that cigarettes after dinner, sex, and swimming are some of the most poignant in his mind. The third and fourth stanzas are dedicated to the experiences with smoking he misses the most. He discusses how he'd always have coffee and a cigarette while writing if he thought it was going well."
926,"Pity the poor step-sister those big feet
she’ll never stuff in a size-six sonnet,

her flesh so fulsome the slipper seems effete,
unworthy of the labor spent on it.

But try she must, and so she makes a pass,
jams four fat toes in the narrow throat,

the fifth pig smarting, pressed against the glass
(though pain’s no stranger—she knows it by rote.)

The other shoe drops—as it is wont to do—
a second foot is squeezed into the vamp.

She stands up straight and takes a stride towards you,
her footfall heavy as a farmgirl’s tramp.

The slipper strains against those excess feet.
She hobbles onward—she has a prince to meet.","Pity the poor step-sister those big feet, says the poet. But try she must, and so she makes a pass, he writes. ""She stands up straight and takes a stride towards you, her footfall heavy as a farmgirl’s tramp""","“Glass Slipper Sonnet” by Angela Alaimo O’Donnell takes the classic tale of Cinderella and trades in the typical approach of focusing sympathy and understanding on Cinderella herself to discuss the life of one “step-sister.” That life turns out to be one that is sad and hopeless since the “step-sister” realizes she does not fit into “the slipper,” but she is so accustomed to the notion of not fitting in that she is willing to overlook the detail to reach for a royal life with “a prince.” Despite her efforts, the ill-fit of the “shoe[s]” cannot be hidden due to their impact on her “stride,” and that inability to fit into something she is not matched for is a representation of how she cannot move away from her station in life to become anything higher. What is worse is the poem makes it clear that she has learned to feel out of place, meaning her entire life could be represented in her struggles with “the slipper[s].” She has never fit in, and nothing in her present situation allows her a way to change that. For these details, “[p]ity” is a reasonable response for her story."
